0,1,2,3,4,5,6,7,8,label
0.8732441973685956,0.9869546248384465,0.0631772681891106,0.4354597919155014,0.009741168003808635,0.0021523903363400163,-0.21867633933963992,-0.1607036967711778,0.9980000000000004,-1
0.7548734896361076,0.9869546248384468,0.06317726818911061,0.6183418740936282,0.009741168003808691,0.0021523903363400133,-0.21867633933963998,-0.16070369677117788,0.9980000000000007,-1
0.8736243539256388,0.9869546248384464,0.06317726818911061,0.4346966147107941,0.009741168003808663,0.0021523903363400133,-0.21867633933963992,-0.1607036967711778,0.9980000000000004,-1
0.7217251363983631,0.9869546248384466,0.06317726818911061,0.6567293857471119,0.009741168003808663,0.002152390336340018,-0.2186763393396401,-0.16070369677117788,0.9980000000000007,-1
0.8315489173521793,0.9869546248384465,0.0631772681891106,0.5105948067337084,0.009741168003808608,0.002152390336340017,-0.21867633933963987,-0.16070369677117793,0.9980000000000004,-1
0.8315489173521795,0.9907118982035623,0.06317726818911062,0.5105948067337086,0.009778252009663294,0.0021523903363400167,-0.21867633933963998,-0.1356256632998715,0.9980000000000009,-1
0.8511292855032321,0.9907118982035618,0.06316309877662761,0.4772416557382345,0.009778252009663308,0.0025343545396725987,-0.21867633933963976,-0.1356256632998711,0.9980000000000002,-1
0.851545958068837,0.990711898203562,0.06316309877662761,0.47649778583917957,0.009778252009663322,0.0025343545396726017,-0.21867633933963998,-0.13562566329987108,0.9980000000000004,-1
0.9059470659513825,0.990711898203562,0.06314662006332415,0.3625473380223552,0.009778252009663336,0.002916226084678861,-0.21867633933963998,-0.13562566329987127,0.9980000000000004,-1
0.9059470659513826,0.9937653522644789,0.06314662006332417,0.36254733802235517,0.009808389371858866,0.0029162260846788608,-0.21867633933963998,-0.11105953419939214,0.9980000000000004,-1
0.8283910907616581,0.993765352264479,0.06312783265167714,0.5157022972216871,0.009808389371858866,0.003297991009784884,-0.21867633933963992,-0.111059534199392,0.9980000000000007,-1
0.8507119640172214,0.9937653522644789,0.06310673722857152,0.47798515969742866,0.00980838937185888,0.0036796353573148896,-0.21867633933963992,-0.111059534199392,0.9980000000000004,-1
0.8029273420314733,0.9937653522644788,0.06308333456527532,0.5545163135844497,0.009808389371858893,0.0040611451740015,-0.21867633933963987,-0.11105953419939209,0.9980000000000004,-1
0.8346847170969941,0.9937653522644788,0.06308333456527532,0.5054523534990465,0.00980838937185888,0.004061145174001498,-0.21867633933963992,-0.11105953419939184,0.9980000000000004,-1
0.8346847170969939,0.9951118482951211,0.0630833345652753,0.5054523534990465,0.00982167918652802,0.004061145174001499,-0.21867633933963976,-0.09826466303114076,0.9980000000000002,-1
0.8306553682945933,0.9951118482951216,0.06305762551741138,0.5120471831153726,0.009821679186528048,0.004442506511495927,-0.21867633933963998,-0.09826466303114065,0.9980000000000004,-1
0.8340476735568437,0.9951118482951217,0.0630576255174114,0.5141383275539728,0.009821679186528048,0.004442506511495928,-0.20006563516611314,-0.09826466303114068,0.9980000000000007,-1
0.8349448717706087,0.9951118482951213,0.06305762551741138,0.5126800198267346,0.009821679186527979,0.004442506511495925,-0.20006563516611287,-0.09826466303114081,0.9980000000000002,-1
0.7235191341305299,0.9951118482951214,0.06305762551741138,0.6606767773825469,0.009821679186527951,0.004442506511495926,-0.20006563516611298,-0.09826466303114076,0.9980000000000003,-1
0.8376497081407831,0.9951118482951216,0.06305762551741138,0.5082486675607133,0.009821679186527965,0.004442506511495929,-0.2000656351661131,-0.0982646630311407,0.9980000000000004,-1
0.8299398008565113,0.9951118482951214,0.0630576255174114,0.5207433807354961,0.009821679186528048,0.004442506511495924,-0.20006563516611292,-0.0982646630311407,0.9980000000000004,-1
0.8333646407184,0.9951118482951214,0.06305762551741138,0.5228922868203915,0.00982167918652802,0.004442506511495926,-0.17912853481238816,-0.09826466303114054,0.9980000000000004,-1
0.8333646407184002,0.994803855142585,0.0630576255174114,0.5228922868203916,0.009818639317249897,0.004442506511495927,-0.17912853481238822,-0.10133550273920962,0.9980000000000006,-1
0.809533310434293,0.994803855142585,0.0630576255174114,0.5590785162329721,0.009818639317250008,0.004442506511495928,-0.17912853481238822,-0.1013355027392097,0.9980000000000006,-1
0.8095333104342928,0.9948038551425846,0.06302961102492607,0.5590785162329719,0.009818639317249953,0.004823705426877899,-0.17912853481238822,-0.1013355027392094,0.9980000000000003,-1
0.912753570715199,0.9948038551425851,0.06302961102492607,0.3671428702325856,0.009818639317249953,0.0048237054268778995,-0.17912853481238838,-0.1013355027392094,0.9980000000000007,-1
0.9127535707151988,0.9954102735328525,0.0630296110249261,0.36714287023258557,0.00982462462120571,0.004823705426877899,-0.1791285348123881,-0.09519382383486678,0.9980000000000004,-1
0.9140382011614651,0.9954102735328528,0.06302961102492609,0.36393287132860114,0.00982462462120571,0.004823705426877899,-0.17912853481238822,-0.0951938238348669,0.9980000000000006,-1
0.9140382011614652,0.9954102735328528,0.06293174554331546,0.36393287132860114,0.009824624621205697,0.005966188303278149,-0.17912853481238833,-0.09519382383486673,0.9980000000000007,-1
0.8568585460423866,0.9954102735328529,0.06293174554331545,0.48343189808916653,0.009824624621205669,0.005966188303278146,-0.17912853481238822,-0.09519382383486662,0.9980000000000008,-1
0.8599789535023333,0.9954102735328527,0.06293174554331545,0.48519240396045776,0.009824624621205697,0.005966188303278146,-0.15819143678500203,-0.09519382383486663,0.9980000000000006,-1
0.8993215994337451,0.9954102735328527,0.06293174554331545,0.4076715959198369,0.009824624621205752,0.005966188303278146,-0.15819143678500192,-0.09519382383486658,0.9980000000000004,-1
0.8993215994337453,0.9954102735328528,0.06289452035701157,0.407671595919837,0.00982462462120571,0.006346598227415581,-0.15819143678500214,-0.09519382383486683,0.9980000000000007,-1
0.8382481162470684,0.9954102735328528,0.06289452035701157,0.5218386387918569,0.009824624621205641,0.006346598227415581,-0.15819143678500214,-0.0951938238348668,0.9980000000000007,-1
0.8382481162470683,0.9962482098898144,0.06289452035701155,0.5218386387918568,0.00983289499010033,0.006346598227415581,-0.15819143678500214,-0.08598150072808525,0.9980000000000007,-1
0.9186511846485778,0.9962482098898146,0.06289452035701155,0.3620158425699921,0.009832894990100316,0.006346598227415583,-0.15819143678500203,-0.08598150072808547,0.9980000000000006,-1
0.7615831718869512,0.9962482098898146,0.06289452035701157,0.6328572440781998,0.009832894990100316,0.006346598227415581,-0.13958073261147552,-0.08598150072808541,0.9980000000000007,-1
0.9018738448381981,0.9962482098898142,0.06289452035701155,0.4088285546294549,0.00983289499010033,0.006346598227415581,-0.1395807326114754,-0.08598150072808547,0.9980000000000003,-1
0.9018738448381983,0.9962482098898144,0.06272263966894152,0.40882855462945494,0.009832894990100316,0.007865778598390561,-0.13958073261147558,-0.08598150072808522,0.9980000000000007,-1
0.9078986861610299,0.9962482098898147,0.06272263966894154,0.39526850968767985,0.009832894990100344,0.007865778598390563,-0.13958073261147552,-0.08598150072808533,0.9980000000000007,-1
0.90789868616103,0.9962482098898147,0.0626739323663836,0.39526850968767985,0.009832894990100344,0.008244889431202206,-0.13958073261147563,-0.08598150072808555,0.9980000000000008,-1
0.9122753238369266,0.9962482098898147,0.0626739323663836,0.39717395032545577,0.009832894990100302,0.008244889431202206,-0.10003292808422354,-0.08598150072808566,0.9980000000000009,-1
0.9122753238369263,0.997269689231119,0.0626739323663836,0.39717395032545566,0.009842976914462006,0.008244889431202204,-0.10003292808422337,-0.0731866295598342,0.9980000000000006,-1
0.9073104450409013,0.9972696892311191,0.0626739323663836,0.40838850328893717,0.009842976914462075,0.008244889431202204,-0.10003292808422343,-0.07318662955983411,0.9980000000000004,-1
0.9234300087676681,0.9972696892311192,0.0626739323663836,0.3705002458922813,0.009842976914462048,0.008244889431202204,-0.10003292808422343,-0.07318662955983411,0.9980000000000004,-1
0.9234300087676682,0.9972696892311192,0.06256964537648411,0.3705002458922813,0.00984297691446204,0.00900219292504881,-0.10003292808422365,-0.0731866295598342,0.9980000000000007,-1
0.9184554791261823,0.9972696892311191,0.0625696453764841,0.3826655800591315,0.009842976914462048,0.00900219292504881,-0.10003292808422343,-0.07318662955983422,0.9980000000000004,-1
0.9184554791261825,0.9972696892311195,0.06239606315326607,0.3826655800591316,0.009842976914462054,0.01013564516803982,-0.1000329280842236,-0.07318662955983425,0.9980000000000008,-1
0.8716915126153288,0.9972696892311192,0.06239606315326607,0.47973671960075825,0.009842976914462048,0.010135645168039819,-0.10003292808422348,-0.07318662955983431,0.9980000000000007,-1
0.8746029397219879,0.9972696892311192,0.06239606315326607,0.4813390278362884,0.009842976914462048,0.010135645168039817,-0.05815873202945171,-0.07318662955983427,0.9980000000000007,-1
0.8746029397219879,0.9972696892311192,0.06122156810391083,0.4813390278362884,0.009842976914462061,0.01574546280351854,-0.05815873202945171,-0.07318662955983402,0.9980000000000007,-1
0.9271693787891461,0.997269689231119,0.06122156810391082,0.37010066863554164,0.009842976914462013,0.015745462803518545,-0.05815873202945171,-0.07318662955983407,0.9980000000000004,-1
0.9271693787891463,0.9974902613406299,0.06122156810391082,0.3701006686355417,0.009845153944612823,0.01574546280351854,-0.05815873202945193,-0.07011598586919138,0.9980000000000007,-1
