0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,label
0.12638232208180403,0.11748752952838529,-0.1352591644918611,-0.015127546908835027,0.13218302088859296,0.06594044376933487,0.004901336348191204,0.004140311699802567,-0.018908683609067195,0.1543324901281024,0.33270845939110627,0.03881457674872452,0.01717565285395052,-5.725531737589551e-05,-0.000361335386618325,-0.000351531300652394,-0.04547828730335214,0.0008816762888147478,-0.041398285894877825,0.028404177737137205,0.09543157167643906,-0.039519166518937,0.10495716678869894,-0.0502348530850214,-0.0652165852552336,-0.16543161008006088,-0.13634771035887933,-0.002166257064443171,0.0400708965335003,-0.04080930722546065,-0.006307835986872415,0.0006217830737337976,0.37216143044807093,0.0013135912832041782,0.4151663834407212,-0.004256568806958627,-1
-0.02038839023278891,0.06050268194054262,-0.30948799464669485,-0.19203589273893445,0.08971002169608096,0.18246590658580086,0.13616803145113204,0.05428190967023054,0.02493327580706023,0.25510011853770376,0.07424467020282625,-0.045544547563566226,0.0803500947362327,0.02304946281009039,-0.003099641044343085,0.028851023416235827,-0.028700165100809878,0.00033633314020896365,0.10364617534183762,0.1315053184839877,0.09970896661758474,0.0525991869575073,0.019679210066369666,-0.10056701677846812,0.0021194123421494175,0.05799007433459563,-0.013483029171302403,-0.02125352363161869,0.1873895895476748,0.0740641601042408,0.10500589012970349,0.18818031524506,0.049655664154716436,0.011744931070818723,0.22738921871458007,-0.008340816963098477,-1
0.12602597638564586,0.11776034395559604,-0.13569583056700485,-0.015620048168719647,0.13188625075248922,0.06382691380594693,0.004580200121562128,0.003055242056218467,-0.01938534739761688,0.15258427685878748,0.333087808234803,0.03903319800284897,0.01689041854302227,-7.509893638300846e-05,-0.000348606138930202,-0.00048416366094906904,-0.04551776237396416,0.0008826128914537767,-0.04010925316861508,0.029412138986975523,0.0957382221150015,-0.03947787790905745,0.10334041718461713,-0.04945358758554136,-0.06690925574040674,-0.1664072863552344,-0.13639137420086267,-0.0028779919736173403,0.04145529372716629,-0.04132296064008731,-0.0063158254184629975,0.0005311746556418695,0.3722995642515981,0.001233482997462794,0.4156129684523058,-0.004200099791014156,-1
-0.05481969545913473,-0.09026477541960212,-0.3440569878393308,-0.2142369766546581,0.022379225117412943,0.13477874104358475,0.11916475033730826,0.007684105134604477,0.009397813757568568,0.19139341317659586,0.03302247837691463,-0.06076958078334525,0.09042867672927851,0.009136246091874092,-0.003468760875555657,0.03274867787482348,-0.0232344311110049,0.00015034571370747124,0.10236769104472504,0.370345024204601,0.12501122431372022,0.06137607971842894,-0.11465367507694593,0.0038737136774281353,0.026262915862003217,0.11462798776793108,-0.018417593964957544,-0.045222054002654125,0.3213633510074251,-0.01704165251847798,0.11439796786764746,0.21289193362518233,-0.03785062690821686,0.01042662521059854,0.18651135519988202,-0.005821757597910773,-1
0.10533055183839345,0.06918148161884088,-0.15516967040799695,-0.04383144827691834,0.16309263069251537,0.23058844036941334,0.06758189060685085,0.1709515078931252,0.023229820515581256,0.28775609867798,0.25213003352466457,0.006877918889892191,0.04491600944529925,0.014370537924799559,-0.0015988294241430778,0.012733357302769477,-0.04038140257226559,0.0007335586469695565,-0.09740977125741433,-0.05972016333690401,0.060969759305995706,-0.023975491386817975,0.21239737638922118,-0.14035185673063041,0.059574878092728996,-0.021608034970655873,-0.087022331872151,0.04838268470309099,-0.035362712189275024,0.04012824552463023,0.015228178120959696,0.042738674819242754,0.2990463198090737,0.008241670892297192,0.35261279516437266,-0.008674945386304728,-1
-0.13010475793215973,-0.07131579364353695,-0.2487709049352606,-0.15301267454285578,0.11423143260590408,0.057895563889482846,0.0031590497325642286,0.20458039565543878,0.18030943038700273,0.16130185001907157,0.15876976427786596,0.1677335912505667,0.0466193825439819,0.027382782081765866,-0.0005456497254006931,0.011340991773807096,0.004568803095024922,0.002745055765299244,-0.06660971823240078,-0.020667846297860566,-0.015123473770016053,0.03165270507043664,0.1666088543791771,-0.18797723810395833,0.10796376102609918,0.05813905991715029,0.12049187317715153,-0.011035611665745113,-0.036797279085975326,0.10322054637629133,0.08914308940397697,-0.1039707108003769,0.18708626451224492,-0.018147131825823812,0.309212084418811,0.053611011469884166,-1
-0.12851393895920105,-0.04706947091640301,-0.23736247619380305,-0.15602502802880122,0.13321795950755194,-0.0003251688683509786,-0.021492721288273273,0.19988919468627778,0.20014996543316482,0.15357659516571787,0.1962330199170673,0.1885744209738767,0.03964889920527366,0.01214802842377817,-0.0005063140256516135,0.010807511425376698,0.00478981442702075,0.006107253314070291,-0.12431025256800915,-0.05609202328570144,-0.023330699695201032,-0.012297935904153928,0.13904192326299597,-0.1471765190106845,0.10332636211061938,0.12197288598083589,0.09144108353155263,0.008612517425461153,-0.011913899848914233,0.09841325721868605,0.06087725848847608,-0.05464317914312801,0.2215627768072818,-0.017381659634154674,0.3285537579749825,0.05299601022916948,-1
-0.12833427095354477,-0.04609703043573051,-0.23666163488156575,-0.15631631198453902,0.13361336397368984,-0.0012856662067251695,-0.02161697426402477,0.1995984438701005,0.20076445425017117,0.15336404480915922,0.19704711897131438,0.18884564293665904,0.03931584329708786,0.011845075672315061,-0.0005046295431627296,0.010605388684437361,0.004795573393887773,0.0061200537175812725,-0.12524062695835506,-0.05670569372630901,-0.023190312294898797,-0.013530163375898817,0.13849293797711437,-0.14674743007342314,0.10308621452769351,0.12300022179410453,0.09052415932697175,0.008916235468109115,-0.011794879675598589,0.09829861870350151,0.060157184563165794,-0.05370166875315999,0.22231951362277522,-0.017308882913440446,0.32901707594222657,0.05270640257486994,-1
-0.07047761073589555,0.23342597439397958,-0.08783624556715838,-0.18790822709488048,0.1398910134777995,-0.20727489090726037,0.04563117405510117,0.16144481754092188,0.16655377468637686,0.10091768783172246,0.20923579392204836,0.15529928086272612,-0.01359233195471718,0.004502395513231255,-0.00021481328903097396,-0.027675783012737987,0.005291353555357987,0.0116193246540644,-0.11454188289912431,0.035275209977220195,-0.041139017701522125,-0.0928294746027466,0.07397853785641278,-0.09263515849637072,-0.010233492330180491,0.02777959288637895,0.09069031118389781,-0.03769973209860449,0.008058114290280485,0.052649031319537146,-0.0025256779721900824,-0.0052833517935068075,0.26109637325814905,-0.002447853910764304,0.3605309586195082,-0.0022853715730170032,-1
-0.20380977256830177,0.09886204760607926,-0.08507438599918735,-0.11149934162823719,-0.03834500148322294,-0.2691159231952027,-0.09841604322182441,0.28517943669601453,0.13624551576643235,-0.10300877490533816,0.060042236934184305,0.17391034163632682,-0.012083588179398266,0.011199098855157005,-0.017249909102339575,-0.016883767416343468,0.055805340100576126,0.0159719767770788,0.008289443614380013,0.05217011670337526,-0.1400433385280349,-0.14989445049415911,0.21305096893832842,0.06559268421857227,-0.09051252613142162,0.09187762060930753,0.07652510755251653,0.03568856594619538,-0.03129178332417508,-0.02991605473689889,-0.004450750894924235,-0.015611166067292057,0.05687758906866734,-0.0008617335419243803,0.22972767629179458,-0.0029833210630863492,-1
