0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,label
0.9962583637237211,0.6875751330116816,0.5032283614612213,0.8776812186091176,-0.18488027071044405,0.7150278982319175,0.012232578456152266,0.7075435372988891,-0.8216456110464339,-0.13236856636416922,0.40152640241836024,-0.2000600523266668,0.08555487557613997,0.16316427087614774,0.2676933059850163,0.46060204204878386,0.8969926608746602,0.6698590002478871,1
0.12392367064723965,0.3667497321270516,0.13753849479745953,0.7700223556267093,0.6350418984039661,0.48734814742095217,-0.0993321243401753,0.8616972626741417,-0.10782779116856406,0.6268935310048968,-0.21527447793306762,0.8280840834865919,0.9873074763858439,0.3506742954432629,0.9846097348191104,0.1186173369255444,0.7418751151117916,0.277071351607377,-1
-0.019697262006639796,0.5130017888304876,0.9980605495709313,0.7700223556267088,0.635041898403966,0.4873481474209523,0.02051005404749559,-0.22078491061403788,0.007557339822313837,0.6268935310048969,-0.21527447793306767,0.828084083486592,0.9995955960049104,0.8295077985780924,0.06179017725320582,0.11861733692554453,0.7418751151117916,0.2770713516073767,-1
0.6560761548185677,-0.1822539915367907,-0.13284489143044423,-0.15000521377150636,0.6044712085849198,-0.16984105675671923,-0.2122188292850978,0.3645681281936139,0.18863982360769038,0.22973754313332528,-0.7686224945035789,0.5399979718848646,0.724242533669037,0.9131667769221095,0.9730196564150666,0.9616231575395997,0.20936575396894283,0.8243519914453991,-1
0.9875561506553618,0.390246806519852,0.5032283614612216,0.7700223556267092,0.6350418984039657,0.48734814742095217,-0.029104750446678766,0.857221275278166,-0.8216456110464342,0.626893531004897,-0.21527447793306767,0.8280840834865919,0.15455019509597145,0.33597487288714584,0.26769330598501656,0.11861733692554466,0.7418751151117918,0.277071351607377,-1
0.9515202670349869,0.1434035314872943,0.6153075428961691,0.877681218609118,0.6350418984039657,0.9999991915719215,-0.07432445912020512,0.8527478107623087,-0.7616308466132102,-0.13236856636416922,-0.2152744779330674,-2.265853473439791e-05,0.29847119827239227,0.502251529014162,0.20326111566732455,0.46060204204878424,0.7418751151117916,0.0012713544335076305,1
0.7486645280469302,0.14224085654879848,0.05048907180624023,0.7700223556267088,0.6350418984039655,0.4517213553229112,0.650069474437846,0.852434342629937,-0.04588773461993466,0.6268935310048966,-0.21527447793306745,0.84079066579229,0.13004269625154147,0.5031135361261239,0.997669869966812,0.11861733692554437,0.7418751151117914,0.2983603081205527,-1
0.9515202670349876,0.033318345593406906,-0.11901873345381764,0.7700223556267093,0.9167269203937145,0.4873481474209524,-0.07432445912020515,-0.03124810252798535,0.16060835309155264,0.6268935310048972,-0.39729168732159936,0.8280840834865925,0.2984711982723923,0.9989561771846259,0.9798160531468502,0.11861733692554453,0.04208406599433249,0.2770713516073769,-1
-0.16599448546512607,0.9805220465107694,0.9993569206271835,0.8776812186091176,0.6350418984039656,-0.03879022592340602,0.27913649400058227,0.039917642234718644,0.0033421738729921815,-0.13236856636416933,-0.21527447793306742,0.042102025412720914,0.9457952466111427,0.19230990131752068,0.03570119141368449,0.4606020420487842,0.7418751151117913,0.9983600241540919,-1
0.06329389317040565,0.055108184584246045,0.5166901563111702,0.7700223556267091,0.6350418984039661,0.4873481474209522,0.8231814670067419,-0.04967241754120211,-0.22091270533046975,0.6268935310048969,-0.21527447793306764,0.8280840834865919,0.5642394486952887,0.9972440718938583,0.8271812733583331,0.11861733692554458,0.7418751151117914,0.2770713516073771,-1
0.7407016616074762,0.8194639491936079,0.06696009948380977,0.8776812186091176,0.6350418984039654,0.43908234931531487,-0.19299153526388546,-0.16353019332653007,-0.05910165194055314,-0.13236856636416894,-0.2152744779330673,-0.2144424556134924,0.6435179219014903,0.5493056633993535,0.9960036846392769,0.4606020420487838,0.741875115111791,0.8724798701117403,1
0.9994923390946133,-0.15235233573300105,0.7750975300611497,0.8776812186091175,0.6350418984039654,0.6980485467978125,0.03185905919987366,0.5931402707952615,-0.18166318584180843,-0.13236856636416916,-0.21527447793306748,-0.20412601657331353,0.00025384656323548284,0.7905525820321018,0.605163040678221,0.46060204204878374,0.7418751151117912,0.6863386887473079,1
0.780425773060409,0.9879581021708607,0.9847253580407094,0.8776812186091175,0.6350418984039656,0.12327755098432248,-0.17970508131343305,-0.028433161894085936,-0.03365176850314078,-0.13236856636416916,-0.2152744779330676,-0.09891892256230427,0.59886701069035,0.15208663208729392,0.17083186970881006,0.46060204204878363,0.7418751151117909,0.9874298416507479,1
0.9951548613602851,0.5556638440344895,0.41056145989770004,0.7700223556267095,0.6350418984039662,0.4873481474209524,-0.014765799760794611,0.7968577046821559,-0.8525504885638717,0.6268935310048972,-0.21527447793306773,0.8280840834865923,0.09720479961616318,0.237182400109079,0.3234145205400888,0.11861733692554466,0.7418751151117919,0.27707135160737717,-1
0.9986291486233688,0.560741712885945,0.18357386866673434,0.7700223556267094,0.6350418984039661,0.4873481474209522,-0.005852295055754482,0.7941596392178621,0.8617052270704065,0.6268935310048971,-0.2152744779330677,0.8280840834865922,0.05201513397414563,0.2342630975358558,0.47303777479422326,0.11861733692554448,0.7418751151117917,0.2770713516073769,-1
-0.175343726783089,0.9646155233156881,0.46064904720066113,0.8776812186091179,0.6350418984039659,-0.13224176340591964,0.5164824836532728,-0.06021294685028171,-0.21703699298693832,-0.13236856636416908,-0.21527447793306762,0.18733799795240821,0.838152982191894,0.2566929940804921,0.8606377861727383,0.46060204204878397,0.7418751151117914,0.9733532711890776,1
