"illuminance","blinds","lamps","co","rh","co2","temp","occupancy"
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.910869853045025,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.910869853045025,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.910869853045025,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.79513887239379,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.79513887239379,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.911321860975766,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.911321860975766,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.911321860975766,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.911321860975766,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.803928295135941,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4068999863,-0.768247646035731,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4068999863,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4068999863,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4068999863,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4118000031,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4118000031,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.746170697007637,0.4118000031,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.723067657756316,0.4118000031,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.723067657756316,0.4118000031,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.723067657756316,0.4118000031,-0.865300731565128,-0.0300007647571564,-1
-0.904679948890729,1,0,-0.723067657756316,0.4118000031,-0.865300731565128,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.723067657756316,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.723067657756316,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.723067657756316,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.723067657756316,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.723067657756316,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.723067657756316,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.88580573528341,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.886257743214151,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.886257743214151,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.886257743214151,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.886257743214151,-0.0300007647571564,-1
-0.898083493626615,1,0,-0.803928295135941,0.4118000031,-0.886257743214151,-0.0300007647571564,-1
